-75.8,39.0
-75.4,39.10
-76.02,38.00
-76.05,37.940
-76.06,38.020
-76.250,38.970
-76.23,38.940
-76.237,38.965
-76.21,38.970
-76.48499756,  39.14616117
       -76.34589667,  38.87005532
       -76.34881226,  38.8919222 
       -76.34589667,  38.91670467
       -76.32986096,  38.94440272
       -76.31090966,  38.96918519
       -76.30799407,  38.99542545
       -76.30945186,  39.01583454
       -76.31528303,  39.02895467
       -76.27738044,  38.96481182
       -76.19428628,  38.94294493
-76.58665794,  39.17665928
       -76.33280405,  38.66809333
       -76.33428934,  38.6874022 
       -76.33428934,  38.70968167
       -76.33280405,  38.73196114
       -76.32240696,  38.76166709
       -76.30755398,  38.78394656
       -76.28081862,  38.80622602
       -76.30161279,  38.81513781
       -76.27339214,  38.83593198
       -76.26150975,  38.85524085
       -76.28973041,  38.71413756
       -76.28824511,  38.74235822
       -76.25705386,  38.78840245
       -76.20655374,  38.76018179
       -76.22586261,  38.71562286
       -76.20061255,  38.69779929
       -76.17981838,  38.71710816
       -76.15456832,  38.6903728 
       -76.15456832,  38.66512274
       -76.0996123 ,  38.73790233
       -76.18130368,  38.81068192
-76.32534455078125 , 38.48097882310269
-76.30974892438616 , 38.463650349330365
-76.28722190848214 , 38.45325326506697
-76.27509197684152 , 38.42552770703126
-76.24043502929688 , 38.37007659095983
-76.2629620452009 , 38.33368679603795
-76.2421678766741 , 38.34061818554688
-76.22657225027902 , 38.3250225591518
-76.21270947126116 , 38.300762695870546
-76.19711384486607 , 38.28343422209822
-76.18498391322545 , 38.26264005357144
-76.51549566964286 , 38.597195120535716
-76.22579659478635 , 38.449336479884145
-76.13766892817283 , 38.45178447062341
-76.16214883556547 , 38.25104923000373
-76.08136514116975 , 38.400376665098854
-76.08870911338754 , 38.34407287809577
-76.08626112264828 , 38.31224899848534
-76.07891715043048 , 38.2804251188749
-76.07157317821269 , 38.265737174439316
-76.06912518747343 , 38.24860123926446
-76.01526939120961 , 38.42975255397003
-75.99078948381697 , 38.41506460953445
-76.03730130786299 , 38.52032821132281
